index,event_annotation_id,event_id,argtext,Text,Important,Goal_Test,annotator_ID,Goal_Test_2,Final_Goal_Test
2349,9378,1154,a full ban,,,important,0,a full ban on abortion, on 
2350,9379,1154,abortion,,,important,0,,
2351,9386,1155,a former official,,,important,0,a former official in Salehs General Peoples Congress, in 
2352,9387,1155,Salehs General Peoples Congress,,,important,0,,
2353,9391,1156,27 companies/trade associations,,,important,0,27 companies/trade associations set up by US FAA, set up by 
2354,9392,1156,US FAA,,,important,0,,
2355,9402,1157,national cricket team,,,important,0,national cricket team beat defending champions , beat defending  
2356,9403,1157,champions,,,important,0,,
2357,9409,1158,The West Indies,,,important,0,The West Indies beat England, beat 
2358,9410,1158,England,,,important,0,,
2359,9414,1159,Nigerias,,,important,0,Nigerias has arrested Khalid alBarnawi, has arrested 
2360,9417,1159,Khalid alBarnawi,,,important,0,,
2361,9421,1160,attacks,,,important,0,attacks targeting Shiite militias and government forces, targeting 
2362,9422,1160,Shiite militias and government forces,,,important,0,,
2363,9425,1161,Virgin America,,,important,0,Virgin America for dollar four billion, for 
2364,9426,1161,dollar four billion,,,important,0,,
2365,9430,1162,US companies,,,important,0,US companies slash their tax bills, slash 
2366,9431,1162,their tax bills,,,important,0,,
2367,9442,1163,flash floods,,,important,0,flash floods ravage Khyber Pakhtunkhwa Azad Kashmir, ravage 
2368,9443,1163,Khyber Pakhtunkhwa Azad Kashmir,,,important,0,,
2369,9447,1164,a tourist helicopter crashes,,,important,0,a tourist helicopter crashes in American town, in 
2370,9448,1164,American town,,,important,0,,
2371,9450,1165,Mexico City authorities,,,important,0,Mexico City authorities declare a pollution alert, declare 
2372,9451,1165,a pollution alert,,,important,0,,
2373,9459,1166,Vietnam,,,important,0,Vietnam seizes a Chinese fishing vessel, seizes 
2374,9460,1166,a Chinese fishing vessel,,,important,0,,
2375,9471,1167,Azerbaijan,,,important,0,Azerbaijan has resorted to an unprecendented provocation, has resorted to 
2376,9472,1167,an unprecedented provocation,,,important,0,,
2377,9484,1168,Northkorea,,,important,0,Northkorea threatens a genocide, threatens 
2378,9485,1168,a genocide,,,important,0,,
2379,9488,1169,South Korea,,,important,0,South Korea announces to reduce immigrants, announces to reduce 
2380,9491,1169,immigrants,,,important,0,,
2381,9507,1170,allegations bank,,,important,0,allegations bank imposed excessive overdraft fees, imposed 
2382,9508,1170,excessive overdraft fees,,,important,0,,
2383,9509,1171,Icelandic Prime Minister Sigmundur Dav Gunnlaugsson,,,important,0,Icelandic Prime Minster Sigmundur Dav Gunnlaugsson refuses to resign after leaked Panama Papers tax documents, refuses to resign after 
2384,9510,1171,leaked Panama Papers tax documents,,,important,0,,
2385,9515,1172,Mehbooba Mufti leader,,,important,0,Mehbooba Mufti leader becomes first female Chief Minister, becomes first 
2386,9519,1172,female Chief Minister,,,important,0,,
2387,9521,1173,Villanova Wildcats,,,important,0,Villanova defeat North Carolina Tar Heels 77 74, defeat 
2388,9522,1173,North Carolina Tar Heels 77 74,,,important,0,,
2389,9523,1174,AlNusra Front militants,,,important,0,AlNusra Front militants shoot down a Syrian Arab Air Force Sukhoi Su22 fighter jet, shoot down 
2390,9524,1174,a Syrian Arab Air Force Sukhoi Su22 fighter jet,,,important,0,,
2391,9527,1175,The Turkish military,,,important,0,The Turkish military carried out air strikes, carried out 
2392,9529,1175,air strikes,,,important,0,,
2393,9534,1176,American football Twitter,,,important,0,American football Twitter wins bidding contest, wins 
2394,9535,1176,bidding contest,,,important,0,,
2395,9552,1177,Washington,,,important,0,Washington crack down on corporate inversions, crack down on 
2396,9553,1177,corporate inversions,,,important,0,,
2397,9554,1178,Indias health ministry orders,,,important,0,Indias health ministry orders enforce a new rule, enforce 
2398,9556,1178,a new rule,,,important,0,,
2399,9570,1179,China,,,important,0,China will be banning export, will be banning 
2400,9571,1179,export,,,important,0,,
2401,9577,1180,South Korea,,,important,0,South Korea has determined Northkorea, has determined 
2402,9578,1180,Northkorea,,,important,0,,
2403,9586,1181,France,,,important,0,France place Panama, place 
2404,9587,1181,Panama,,,important,0,,
2405,9601,1182,our citizens,,,important,0,our citizens have begun to feel a more hostile climate, have begun to feel 
2406,9602,1182,a more hostile climate,,,important,0,,
2407,9609,1183,International Criminal Court,,,important,0,International Criminal Court terminates case, terminates 
2408,9610,1183,case,,,important,0,,
2409,9622,1184,The military,,,important,0,The military is allowed to prevent 27 types of offenses, is allowed to prevent  of 
2410,9623,1184,27 types,,,important,0,,
2411,9624,1184,offenses,,,important,0,,
2412,9633,1185,Mississippi Governor Phil Bryant,,,important,0,Mississippi Governor Phil Bryant apprives a new law, apprives 
2413,9634,1185,a new law,,,important,0,,
2414,9651,1186,Filipino celebrities and politicians,,,important,0,Filipino celebrities and politicians implicated for laundering money, implicated for 
2415,9652,1186,laundering money,,,important,0,,
2416,9660,1187,Ted Cruz,,,important,0,Ted Cruz winning Republican Party contest, winning 
2417,9661,1187,Republican Party contest,,,important,0,,
2418,9669,1188,plans,,,important,0,plans for a four year fixed parliamentary term, for 
2419,9670,1188,a four year fixed parliamentary term,,,important,0,,
2420,9677,1189,Vice President Michel Temer,,,important,0,Vice President Michel Temer helped doctor budget accounting, helped 
2421,9680,1189,doctor budget accounting,,,important,0,,
2422,9690,1190,senior center Breanna Stewart,,,important,0,senior center Breanna Stewart wins Final Fours, wins 
2423,9691,1190,Final Fours,,,important,0,,
2424,9694,1191,The Syrian Army,,,important,0,The Syrian Army launch an offensive south, launch 
2425,9696,1191,an offensive south,,,important,0,,
2426,9698,1192,fund impresario Bill Ac,,,important,0,fund impresario Bill Ac faces skeptical questioning from investors, faces skeptical questioning from 
2427,9700,1192,investors,,,important,0,,
2428,9714,1193,The archipelago,,,important,0,The archipelago is still recovering from category five Cyclone Winston, is still recovering from 
2429,9715,1193,category five Cyclone Winston,,,important,0,,
2430,9719,1194,Deadly floods,,,important,0,Deadly floods hit Ethiopia, hit 
2431,9720,1194,Ethiopia,,,important,0,,
2432,9732,1195,The International Criminal Tribunal,,,important,0,The International Criminal Tribunal for former Yugoslavia, for 
2433,9733,1195,former Yugoslavia,,,important,0,,
2434,9741,1196,Russia Vladimir Putin,,,important,0,Russia Vladmir Putin announces a new National Guard, announces 
2435,9743,1196,a new National Guard,,,important,0,,
2436,9749,1197,voters,,,important,0,voters rejecting Association Agreement, rejecting 
2437,9751,1197,Association Agreement,,,important,0,,
2438,9761,1198,UNbacked Libyan Presidential Council,,,important,0,UNbacked Libyan Presidential Council in Tripoli, in 
2439,9762,1198,Tripoli,,,important,0,,
2440,9763,1199,Beninese businessman Patrice Talon,,,important,0,Beninese businessman Patrice Talon sworn in as new President, sworn in as 
2441,9764,1199,new President,,,important,0,,
2442,9766,1200,Syrian state television militants,,,important,0,Syrian state television militants kidnapped over 300 staff members, kidnapped over 
2443,9767,1200,300 staff members,,,important,0,,
2444,9773,1201,Turkish Armed Forces shell positions hours,,,important,0,Turkish Armed Forces shell positions hours hit Turkeys Kilis Province, hit 
2445,9775,1201,Turkeys Kilis Province,,,important,0,,
2446,9776,1202,Trent Harmon,,,important,0,Trent Hamon declared as last winner, declared as 
2447,9777,1202,last winner,,,important,0,,
2448,9790,1203,Mike Cashion MHRA director,,,important,0,Mike Cashion MHRA director created controversy, created 
2449,9793,1203,controversy,,,important,0,,
2450,9802,1204,Whyalla Steelworks,,,important,0,Whyalla Steelworks in South Australia, in 
2451,9803,1204,South Australia,,,important,0,,
2452,9811,1205,Bain and TPG,,,important,0,Bain and TPG considering bidding for yahoo core business, considering bidding for 
2453,9812,1205,yahoo core business,,,important,0,,
2454,9817,1206,Vanuatu third earthquake,,,important,0,Vanuatu third earthquake in same region, in 
2455,9818,1206,same region,,,important,0,,
2456,9827,1207,nazimuddin samad,,,important,0,nazimuddin samad studied protest killing, studied 
2457,9828,1207,protest killing,,,important,0,,
2458,9838,1208,transparency,,,important,0,transparency in its offshore financial industry, in 
2459,9839,1208,its offshore financial industry,,,important,0,,
2460,9842,1209,samesex marriage,,,important,0,samesex marriage in 63 decision, in 
2461,9843,1209,a 63 decision,,,important,0,,
2462,9844,1210,Planned Parenthood and American Civil Liberties Union,,,important,0,Planned Parenthood and American Civil Liberties Union sue Indiana, sue 
2463,9845,1210,Indiana,,,important,0,,
2464,9853,1211,Nguyan XuAn PhAc,,,important,0,Nguyan XuAn PhAc as new prime minister, as 
2465,9855,1211,new prime minister,,,important,0,,
2466,9857,1212,Hashim ThaAsi,,,important,0,Hashim ThaAsi sworn in as new President, sworn in as 
2467,9858,1212,new President,,,important,0,,
2468,9860,1213,Former Vice President,,,important,0,Former Vice President will return to capital Juba, will return to 
2469,9863,1213,capital Juba,,,important,0,,
2470,9873,1214,Aung San Suu Kyi,,,important,0,aung San Suu Kyi will press for political prisoners and student activists, will press for 
2471,9878,1214,political prisoners and student activists,,,important,0,,
2472,9883,1215,Former New York City mayor Rudy Giuliani,,,important,0,Former New York City Rudy Giuliani endorses Donald Trump, endorses 
2473,9884,1215,Donald Trump,,,important,0,,
2474,9893,1216,two separate blasts,,,important,0,two separate blasts in Egypts Sinai Peninsula, in 
2475,9894,1216,Egypts Sinai Peninsula,,,important,0,,
2476,9900,1217,The Iraqi Army,,,important,0,The Iraqi Army recaptures western town, recaptures 
2477,9901,1217,western town,,,important,0,,
2478,9906,1218,a cement factory,,,important,0,a cement factory situated to Damascus, situated to 
2479,9908,1218,Damascus,,,important,0,,
2480,9909,1219,An ethnic Armenian soldier,,,important,0,An ethnic Armenian solider dies in overnight clashes, dies in 
2481,9910,1219,overnight clashes,,,important,0,,
2482,9911,1220,Bruce Springsteen,,,important,0,Bruce Springsteen and E. Street Band cancels their Sunday night concert, and  cancels 
2483,9912,1220,E. Street Band,,,important,0,,
2484,9913,1220,their Sunday night concert,,,important,0,,
2485,9928,1221,Last week Anbang Insurance Group,,,important,0,Last week Anbang Insurance Group topped Marriotts bid, topped 
2486,9929,1221,Marriotts bid,,,important,0,,
2487,9932,1222,a headon collision,,,important,0,a headon collision between two commuter trains, between 
2488,9933,1222,two commuter trains,,,important,0,,
2489,9940,1223,Angoon,,,important,0,Angoon in Southeast, in 
2490,9941,1223,Southeast,,,important,0,,
2491,9942,1223,Alaska US,,,important,0,,
2492,9944,1224,thirteen Northkoreans,,,important,0,thirteen Northkoreans working at a restaurant, working at 
2493,9945,1224,a restaurant,,,important,0,,
2494,9954,1225,a bridge,,,important,0,a bridge crossing Red Sea, crossing 
2495,9955,1225,Red Sea,,,important,0,,
2496,9958,1226,Syria,,,important,0,Syria releases American freelance photographer KEvin Patrick Dawes, releases 
2497,9959,1226,American freelance photographer Kevin Patrick Dawes,,,important,0,,
2498,9961,1227,NATO,,,important,0,NATo will hold a meeting,NATo will hold 
2499,9963,1227,a meeting,,,important,0,,
2500,9970,1228,Italy,,,important,0,Italy recalls its ambassador, recalls 
2501,9971,1228,its ambassador,,,important,0,,
2502,9987,1229,missile engines,,,important,0,missile engines to china, to 
2503,9988,1229,china,,,important,0,,
2504,10002,1230,US State Department spokesman Mark Toner,,,important,0,US State Department spokesman Mark Toner condemns barbaric murder of Nazimuddin Samad, condemns  of 
2505,10004,1230,barbaric murder,,,important,0,,
2506,10005,1230,Nazimuddin Samad,,,important,0,,
2507,10014,1231,a shooting,,,important,0,a shooting at Lackland Air Force Base, at 
2508,10015,1231,Lackland Air Force Base,,,important,0,,
2509,10018,1232,Mohamed Abrini,,,important,0,Mohamed Abrini arrested in Belgium, arrested in 
2510,10021,1232,Belgium,,,important,0,,
2511,10026,1233,El Salvador officials,,,important,0,El Salvador officials seize documents and equipment, seize 
2512,10027,1233,documents and equipment,,,important,0,,
2513,10037,1234,movement,,,important,0,movement known as Nuit debout, known as 
2514,10038,1234,Nuit debout,,,important,0,,
2515,10048,1235,a presidential election,,,important,0,a presidential election with current President Ismal Omar Guelleh, with 
2516,10049,1235,current President Ismal Omar Guelleh,,,important,0,,
2517,10052,1236,A Myanmar court,,,important,0,A Myanmar releases jailed student activists, releases jailed 
2518,10054,1236,student activists,,,important,0,,
2519,10061,1237,Madagascar Jean Ravelonarivo,,,important,0,Madagascar Jean Ravelonarivo resign from office, resign from 
2520,10062,1237,office,,,important,0,,
